max_depth,sample_min_split,test_size,custom_accuracy,custom_precision,custom_recall,custom_f1,custom_train_time,custom_prediction_time,custom_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_f1,sklearn_train_time,sklearn_prediction_time,sklearn_memory_usage
1,2,0.1,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,2.5856199264526367,0.0,0.09956836700439453,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,0.0019173622131347656,0.0,0.0009527206420898438
1,3,0.1,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,2.683753490447998,0.0,0.0008697509765625,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,0.0019986629486083984,0.0,0.0009489059448242188
1,4,0.1,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,2.658933401107788,0.0,0.0008697509765625,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,0.002991199493408203,0.0,0.0009489059448242188
1,5,0.1,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,2.6589901447296143,0.0,0.0008697509765625,0.8947368421052632,0.9285714285714286,0.8571428571428572,0.8782051282051282,0.0019769668579101562,0.0,0.0009489059448242188
2,2,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,4.719984769821167,0.0,0.003753662109375,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.0029447078704833984,0.0,0.0009489059448242188
2,3,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,4.753793239593506,0.0,0.00128173828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.003992795944213867,0.0,0.0009489059448242188
2,4,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,5.002818822860718,0.0,0.00128173828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.0031881332397460938,0.0011065006256103516,0.0009489059448242188
2,5,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,4.716359376907349,0.0,0.00128173828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.00290679931640625,0.0010938644409179688,0.0009489059448242188
3,2,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,6.489519357681274,0.0,0.0038309097290039062,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.003984689712524414,0.0,0.0009489059448242188
3,3,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,6.3950324058532715,0.0,0.00189971923828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.003996610641479492,0.0,0.0009489059448242188
3,4,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,6.450362920761108,0.0,0.00189971923828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.0039751529693603516,0.0,0.0009489059448242188
3,5,0.1,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,6.300286293029785,0.0,0.00189971923828125,0.9298245614035088,0.95,0.9047619047619048,0.9210526315789473,0.003997087478637695,0.0,0.0009489059448242188
5,2,0.1,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,8.870010375976562,0.0009512901306152344,0.007770538330078125,0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.005995750427246094,0.0,0.0009489059448242188
5,3,0.1,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,9.779447317123413,0.0,0.0037384033203125,0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.005001544952392578,0.0,0.0009489059448242188
5,4,0.1,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,11.533024549484253,0.0,0.00353240966796875,0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.005998134613037109,0.0,0.0009489059448242188
5,5,0.1,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,10.597290515899658,0.0,0.00353240966796875,0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.0039980411529541016,0.0010004043579101562,0.0009489059448242188
10,2,0.1,0.8947368421052632,0.8869047619047619,0.8869047619047619,0.8869047619047619,13.916051626205444,0.0,0.006258964538574219,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,0.07553696632385254,0.0,0.0009450912475585938
10,3,0.1,0.8947368421052632,0.8869047619047619,0.8869047619047619,0.8869047619047619,10.151477336883545,0.0,0.004863739013671875,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,0.00499725341796875,0.0,0.0009450912475585938
10,4,0.1,0.8947368421052632,0.8869047619047619,0.8869047619047619,0.8869047619047619,9.55152940750122,0.0010008811950683594,0.004657745361328125,0.9298245614035088,0.9342105263157894,0.9146825396825397,0.922972972972973,0.0059967041015625,0.0,0.0009450912475585938
10,5,0.1,0.9122807017543859,0.9094594594594595,0.9007936507936507,0.9047778149014366,9.481577396392822,0.0011036396026611328,0.00443267822265625,0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.004997730255126953,0.0,0.0009450912475585938
1,2,0.3,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,1.9030396938323975,0.0,0.00238800048828125,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,0.00299072265625,0.0,0.0009527206420898438
1,3,0.3,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,1.8611249923706055,0.0,0.0008697509765625,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,0.003020763397216797,0.0,0.0009489059448242188
1,4,0.3,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,1.8769824504852295,0.0,0.0008697509765625,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,0.001504659652709961,0.0010051727294921875,0.0009489059448242188
1,5,0.3,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,1.8375144004821777,0.0,0.0008697509765625,0.8947368421052632,0.9081286360698125,0.868793808411215,0.8825907842538907,0.0030100345611572266,0.0,0.0009489059448242188
2,2,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,3.2982864379882812,0.0,0.00279998779296875,0.9064327485380117,0.9166666666666666,0.884418808411215,0.8964891041162226,0.003902435302734375,0.0,0.0009489059448242188
2,3,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,3.3707664012908936,0.0,0.00128173828125,0.9064327485380117,0.9166666666666666,0.884418808411215,0.8964891041162226,0.002991914749145508,0.0,0.0009489059448242188
2,4,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,3.3719727993011475,0.0,0.00128173828125,0.9064327485380117,0.9166666666666666,0.884418808411215,0.8964891041162226,0.003004312515258789,0.0,0.0009489059448242188
2,5,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,3.4247617721557617,0.0,0.00128173828125,0.9064327485380117,0.9166666666666666,0.884418808411215,0.8964891041162226,0.00299835205078125,0.0,0.0009489059448242188
3,2,0.3,0.9239766081871345,0.9397185801087304,0.9015771028037383,0.9155555555555555,4.414032697677612,0.0,0.002655029296875,0.9181286549707602,0.9421487603305785,0.890625,0.9078947368421053,0.0029985904693603516,0.0,0.0009489059448242188
3,3,0.3,0.9239766081871345,0.9397185801087304,0.9015771028037383,0.9155555555555555,4.406389951705933,0.0009961128234863281,0.0016937255859375,0.9181286549707602,0.9421487603305785,0.890625,0.9078947368421053,0.0029807090759277344,0.0,0.0009489059448242188
3,4,0.3,0.9239766081871345,0.9397185801087304,0.9015771028037383,0.9155555555555555,4.35795259475708,0.0,0.0016937255859375,0.9181286549707602,0.9421487603305785,0.890625,0.9078947368421053,0.0040094852447509766,0.0,0.0009489059448242188
3,5,0.3,0.9239766081871345,0.9397185801087304,0.9015771028037383,0.9155555555555555,4.407487154006958,0.0,0.0016937255859375,0.9181286549707602,0.9421487603305785,0.890625,0.9078947368421053,0.0029861927032470703,0.0,0.0009489059448242188
5,2,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,6.2879698276519775,0.0,0.005218505859375,0.9064327485380117,0.9219457013574661,0.8812792056074766,0.895636252670125,0.003997325897216797,0.0010008811950683594,0.0009489059448242188
5,3,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,6.3206093311309814,0.0009953975677490234,0.0031890869140625,0.9064327485380117,0.9219457013574661,0.8812792056074766,0.895636252670125,0.0040035247802734375,0.0,0.0009489059448242188
5,4,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,6.3271119594573975,0.0,0.0031890869140625,0.9064327485380117,0.9219457013574661,0.8812792056074766,0.895636252670125,0.003998994827270508,0.0,0.0009489059448242188
5,5,0.3,0.9122807017543859,0.9210031347962382,0.892231308411215,0.9033425029204507,6.876283645629883,0.0,0.0031890869140625,0.9064327485380117,0.9219457013574661,0.8812792056074766,0.895636252670125,0.004004001617431641,0.0,0.0009489059448242188
