max_depth,sample_min_split,test_size,custom_accuracy,custom_precision,custom_recall,custom_f1,custom_train_time,custom_prediction_time,custom_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_f1,sklearn_train_time,sklearn_prediction_time,sklearn_memory_usage
1,2,0.1,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.016046762466430664,0.0,0.12697792053222656,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.0020792484283447266,0.0,0.010863304138183594
1,3,0.1,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.013094902038574219,0.0,0.0013885498046875,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.0010128021240234375,0.0,0.0009489059448242188
1,4,0.1,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.014614105224609375,0.0,0.0013885498046875,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.0009996891021728516,0.0,0.0009489059448242188
1,5,0.1,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.012997627258300781,0.0,0.0008697509765625,0.6666666666666666,0.5,0.6666666666666666,0.5555555555555555,0.001005411148071289,0.0,0.0009489059448242188
2,2,0.1,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.02252793312072754,0.0,0.00408935546875,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.00099945068359375,0.0,0.0009489059448242188
2,3,0.1,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.0231931209564209,0.0,0.00107574462890625,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.001001119613647461,0.0010004043579101562,0.0009489059448242188
2,4,0.1,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.026729345321655273,0.0,0.00107574462890625,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.001018524169921875,0.0,0.0009489059448242188
2,5,0.1,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.026441097259521484,0.0,0.00107574462890625,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.0020112991333007812,0.0,0.0009489059448242188
3,2,0.1,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,0.03899693489074707,0.0,0.003326416015625,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,0.0009989738464355469,0.0,0.0009489059448242188
3,3,0.1,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,0.03568840026855469,0.0,0.00148773193359375,0.9333333333333333,0.9444444444444445,0.9333333333333332,0.9326599326599326,0.002001523971557617,0.0,0.0009489059448242188
