max_depth,sample_min_split,test_size,custom_accuracy,custom_precision,custom_recall,custom_f1,custom_train_time,custom_prediction_time,custom_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_f1,sklearn_train_time,sklearn_prediction_time,sklearn_memory_usage
10,3,0.3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705339,0.32312655448913574,0.0,0.00234222412109375,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511121,0.001981019973754883,0.0,0.0009489059448242188
10,4,0.3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705339,0.34900879859924316,0.0,0.00234222412109375,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511121,0.0019986629486083984,0.0,0.0009489059448242188
10,5,0.3,0.9444444444444444,0.9482456140350877,0.9497354497354498,0.9485827290705339,0.33630824089050293,0.0,0.00234222412109375,0.9629629629629629,0.9710144927536232,0.9592592592592593,0.9638304224511121,0.0010018348693847656,0.0,0.0009489059448242188
1,2,0.5,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.08394169807434082,0.0,0.002765655517578125,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.0009810924530029297,0.0,0.004008293151855469
1,3,0.5,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.08253884315490723,0.0,0.00092315673828125,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.0009539127349853516,0.0,0.0009489059448242188
1,4,0.5,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.0802149772644043,0.0,0.00092315673828125,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.0010199546813964844,0.0,0.0009489059448242188
1,5,0.5,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.07480192184448242,0.0,0.00092315673828125,0.6179775280898876,0.43501048218029353,0.5634920634920635,0.4824933536964761,0.001994609832763672,0.0,0.0009489059448242188
2,2,0.5,0.8539325842696629,0.8682598039215685,0.8638888888888889,0.8655897400190319,0.15686464309692383,0.0,0.001705169677734375,0.8764044943820225,0.8845785440613027,0.8829365079365079,0.8836204609957296,0.0009877681732177734,0.0,0.0009489059448242188
2,3,0.5,0.8539325842696629,0.8682598039215685,0.8638888888888889,0.8655897400190319,0.16847515106201172,0.0,0.00139617919921875,0.8764044943820225,0.8845785440613027,0.8829365079365079,0.8836204609957296,0.0020072460174560547,0.0,0.0009489059448242188
2,4,0.5,0.8539325842696629,0.8682598039215685,0.8638888888888889,0.8655897400190319,0.17895102500915527,0.0,0.00139617919921875,0.8764044943820225,0.8845785440613027,0.8829365079365079,0.8836204609957296,0.0019941329956054688,0.0,0.0009489059448242188
2,5,0.5,0.8539325842696629,0.8682598039215685,0.8638888888888889,0.8655897400190319,0.16591548919677734,0.0,0.00139617919921875,0.8764044943820225,0.8845785440613027,0.8829365079365079,0.8836204609957296,0.0009303092956542969,0.0,0.0009489059448242188
3,2,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.24437212944030762,0.0,0.00237274169921875,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0019996166229248047,0.0,0.0009489059448242188
3,3,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.23694944381713867,0.0010025501251220703,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0019998550415039062,0.0,0.0009489059448242188
3,4,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.21329355239868164,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0009913444519042969,0.0,0.0009489059448242188
3,5,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.21321392059326172,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.001995563507080078,0.0,0.0009489059448242188
5,2,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.22217655181884766,0.0009996891021728516,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.002003192901611328,0.0,0.0009489059448242188
5,3,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.24222350120544434,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.002003192901611328,0.0,0.0009489059448242188
5,4,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.24489426612854004,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0010116100311279297,0.0,0.0009489059448242188
5,5,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.22788548469543457,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0009677410125732422,0.0,0.0009489059448242188
10,2,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.21004366874694824,0.0009462833404541016,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0011014938354492188,0.0,0.0009489059448242188
10,3,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.23108434677124023,0.0009992122650146484,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.002004384994506836,0.0,0.0009489059448242188
10,4,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.266542911529541,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0010075569152832031,0.0,0.0009489059448242188
10,5,0.5,0.8764044943820225,0.888888888888889,0.8829365079365079,0.8857090533746211,0.24172329902648926,0.0,0.00185394287109375,0.898876404494382,0.9220151828847482,0.896031746031746,0.9027253282572433,0.0020029544830322266,0.0,0.0009489059448242188
1,2,0.7,0.624,0.4886363636363636,0.58,0.49541120912412007,0.050197601318359375,0.0,0.001110076904296875,0.624,0.4886363636363636,0.58,0.49541120912412007,0.0010380744934082031,0.0,0.0031766891479492188
1,3,0.7,0.624,0.4886363636363636,0.58,0.49541120912412007,0.05164837837219238,0.0,0.00092315673828125,0.624,0.4886363636363636,0.58,0.49541120912412007,0.002001523971557617,0.0,0.0009489059448242188
1,4,0.7,0.624,0.4886363636363636,0.58,0.49541120912412007,0.05730032920837402,0.0,0.00092315673828125,0.624,0.4886363636363636,0.58,0.49541120912412007,0.00099945068359375,0.0,0.0009489059448242188
1,5,0.7,0.624,0.4886363636363636,0.58,0.49541120912412007,0.058297157287597656,0.0,0.00092315673828125,0.624,0.4886363636363636,0.58,0.49541120912412007,0.002002716064453125,0.0,0.0009489059448242188
2,2,0.7,0.84,0.8743295019157088,0.8463797226207556,0.8445518402414954,0.1035013198852539,0.0,0.001300811767578125,0.84,0.8683267308055084,0.8463797226207556,0.8428132349314614,0.0009996891021728516,0.0,0.0009489059448242188
2,3,0.7,0.84,0.8743295019157088,0.8463797226207556,0.8445518402414954,0.09873390197753906,0.0010037422180175781,0.00116729736328125,0.84,0.8683267308055084,0.8463797226207556,0.8428132349314614,0.0009987354278564453,0.0,0.0009489059448242188
2,4,0.7,0.84,0.8743295019157088,0.8463797226207556,0.8445518402414954,0.09814071655273438,0.0,0.00116729736328125,0.84,0.8683267308055084,0.8463797226207556,0.8428132349314614,0.0010001659393310547,0.0009996891021728516,0.0009489059448242188
2,5,0.7,0.84,0.8743295019157088,0.8463797226207556,0.8445518402414954,0.11156105995178223,0.0,0.00116729736328125,0.84,0.8683267308055084,0.8463797226207556,0.8428132349314614,0.000995635986328125,0.0,0.0009489059448242188
3,2,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.13010287284851074,0.0,0.001476287841796875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.002003192901611328,0.0,0.0009489059448242188
3,3,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.13792824745178223,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0019965171813964844,0.0,0.0009489059448242188
3,4,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.1251051425933838,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0019941329956054688,0.0,0.0009489059448242188
3,5,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11011481285095215,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0009992122650146484,0.0,0.0009489059448242188
5,2,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11109733581542969,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.001081705093383789,0.0,0.0009489059448242188
5,3,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11292767524719238,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.001995563507080078,0.0,0.0009489059448242188
5,4,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.10262918472290039,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0009834766387939453,0.0,0.0009489059448242188
5,5,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.12273478507995605,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0019998550415039062,0.0,0.0009489059448242188
10,2,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11243438720703125,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0009214878082275391,0.0,0.0009489059448242188
10,3,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11172914505004883,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0008947849273681641,0.0,0.0009489059448242188
10,4,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.10674285888671875,0.0009887218475341797,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.0019123554229736328,0.0,0.0009489059448242188
10,5,0.7,0.888,0.9008547008547009,0.8863797226207556,0.8866487455197133,0.11038327217102051,0.0,0.00139617919921875,0.896,0.8991100382805453,0.8930463892874222,0.8922477133003449,0.00099945068359375,0.0,0.0009489059448242188
